family,variant,target,collector,rows,shape,scenario,fastest_ns,slowest_ns,median_ns,mean_ns
bool,regressed,avx512,plain,16384,ConstantRhs,ObservableFailure,88330.0,125500.0,89380.0,90830.0
bool,regressed,avx512,plain,16384,ConstantRhs,PartialAccepted,38760.0,522799.99999999994,39180.0,40420.0
bool,regressed,neon,multiversioned,16384,Columns,AllValid,75070.0,87520.0,76740.0,77390.0
bool,regressed,neon,multiversioned,16384,Columns,NullOnlyFailure,399900.0,431800.0,410100.0,410200.0
bool,regressed,neon,multiversioned,16384,Columns,ObservableFailure,177100.0,195400.0,181000.0,182000.0
bool,regressed,neon,multiversioned,16384,Columns,PartialAccepted,82150.0,118000.0,84200.0,84870.0
bool,regressed,neon,multiversioned,16384,ConstantLhs,AllValid,48510.0,62290.0,49590.0,50040.0
bool,regressed,neon,multiversioned,16384,ConstantLhs,NullOnlyFailure,380100.0,459600.0,390500.0,391000.0
bool,regressed,neon,multiversioned,16384,ConstantLhs,ObservableFailure,150000.0,188400.0,153100.0,154300.0
bool,regressed,neon,multiversioned,16384,ConstantLhs,PartialAccepted,55510.0,72920.0,57810.0,58350.0
bool,regressed,neon,multiversioned,16384,ConstantRhs,AllValid,48250.0,63040.0,49430.0,49790.0
bool,regressed,neon,multiversioned,16384,ConstantRhs,NullOnlyFailure,375400.0,408700.0,384800.0,385000.0
bool,regressed,neon,multiversioned,16384,ConstantRhs,ObservableFailure,148400.0,169400.0,151300.0,152300.0
bool,regressed,neon,multiversioned,16384,ConstantRhs,PartialAccepted,55120.0,66660.0,56790.0,57360.0
bool,regressed,neon,plain,16384,Columns,AllValid,61690.0,72360.0,63240.0,63670.0
bool,regressed,neon,plain,16384,Columns,NullOnlyFailure,384400.0,452000.0,396000.0,396200.0
bool,regressed,neon,plain,16384,Columns,ObservableFailure,159900.0,185400.0,164200.0,164600.0
bool,regressed,neon,plain,16384,Columns,PartialAccepted,69140.0,85700.0,72060.0,72850.0
bool,regressed,neon,plain,16384,ConstantLhs,AllValid,48560.0,58100.0,50110.0,50480.0
bool,regressed,neon,plain,16384,ConstantLhs,NullOnlyFailure,380100.0,438500.0,388600.0,388600.0
bool,regressed,neon,plain,16384,ConstantLhs,ObservableFailure,149400.0,165000.0,152200.0,153200.0
bool,regressed,neon,plain,16384,ConstantLhs,PartialAccepted,55710.0,68830.0,58470.0,59050.0
bool,regressed,neon,plain,16384,ConstantRhs,AllValid,44650.0,60580.0,46170.0,46520.0
bool,regressed,neon,plain,16384,ConstantRhs,NullOnlyFailure,371500.0,403900.0,382000.0,381800.0
bool,regressed,neon,plain,16384,ConstantRhs,ObservableFailure,145500.0,166900.0,147800.0,148700.0
bool,regressed,neon,plain,16384,ConstantRhs,PartialAccepted,52170.0,70970.0,53880.0,54430.0
