case,rows,sample,iterations,ns
discarded_error_construct,64,0,256,11037.910
discarded_error_outer_instrumented,64,0,256,12440.918
discarded_error_construct,64,1,256,10797.688
discarded_error_outer_instrumented,64,1,256,11578.125
discarded_error_construct,64,2,256,11321.445
discarded_error_outer_instrumented,64,2,256,12196.125
discarded_error_construct,64,3,256,9911.266
discarded_error_outer_instrumented,64,3,256,10652.016
discarded_error_construct,64,4,256,10515.016
discarded_error_outer_instrumented,64,4,256,11260.742
discarded_error_construct,64,5,256,10639.512
discarded_error_outer_instrumented,64,5,256,11389.648
discarded_error_construct,64,6,256,11365.871
discarded_error_outer_instrumented,64,6,256,12243.652
discarded_error_construct,64,7,256,11026.684
discarded_error_outer_instrumented,64,7,256,11818.199
discarded_error_construct,64,8,256,12063.766
discarded_error_outer_instrumented,64,8,256,13040.367
discarded_error_construct,64,9,256,9991.355
discarded_error_outer_instrumented,64,9,256,10704.426
discarded_error_construct,64,10,256,11112.109
discarded_error_outer_instrumented,64,10,256,11900.879
discarded_error_construct,64,11,256,10615.754
discarded_error_outer_instrumented,64,11,256,11390.461
