case,rows,sample,iterations,ns
cosine_w2_c0,1024,0,1024,2685.141
cosine_w2_c0,1024,1,1024,2673.666
cosine_w2_c0,1024,2,1024,2674.723
cosine_w2_c0,1024,3,1024,2680.339
cosine_w2_c0,1024,4,1024,2678.223
cosine_w2_c0,1024,5,1024,2674.357
cosine_w2_c0,1024,6,1024,2680.745
cosine_w2_c0,1024,7,1024,2728.719
cosine_w2_c0,1024,8,1024,2725.871
cosine_w2_c0,1024,9,1024,2719.157
cosine_w2_c0,1024,10,1024,2734.253
cosine_w2_c0,1024,11,1024,2680.908
cosine_w2_c1,1024,0,1024,3483.398
cosine_w2_c1,1024,1,1024,3454.020
cosine_w2_c1,1024,2,1024,3353.027
cosine_w2_c1,1024,3,1024,3418.213
cosine_w2_c1,1024,4,1024,3415.649
cosine_w2_c1,1024,5,1024,3454.224
cosine_w2_c1,1024,6,1024,3388.510
cosine_w2_c1,1024,7,1024,3342.285
cosine_w2_c1,1024,8,1024,3432.739
cosine_w2_c1,1024,9,1024,3337.972
cosine_w2_c1,1024,10,1024,3349.243
cosine_w2_c1,1024,11,1024,3349.935
cosine_w2_c2,1024,0,1024,3091.349
cosine_w2_c2,1024,1,1024,3088.013
cosine_w2_c2,1024,2,1024,3117.105
cosine_w2_c2,1024,3,1024,3100.952
cosine_w2_c2,1024,4,1024,3075.398
cosine_w2_c2,1024,5,1024,3076.334
cosine_w2_c2,1024,6,1024,3081.950
cosine_w2_c2,1024,7,1024,3087.932
cosine_w2_c2,1024,8,1024,3080.485
cosine_w2_c2,1024,9,1024,3087.483
cosine_w2_c2,1024,10,1024,3080.729
cosine_w2_c2,1024,11,1024,3079.346
cosine_w32_c0,1024,0,256,15431.312
cosine_w32_c0,1024,1,256,15610.676
cosine_w32_c0,1024,2,256,15404.133
cosine_w32_c0,1024,3,256,15425.941
cosine_w32_c0,1024,4,256,15763.672
cosine_w32_c0,1024,5,256,15342.773
cosine_w32_c0,1024,6,256,15449.383
cosine_w32_c0,1024,7,256,15422.199
cosine_w32_c0,1024,8,256,15390.301
cosine_w32_c0,1024,9,256,15494.629
cosine_w32_c0,1024,10,256,15397.785
cosine_w32_c0,1024,11,256,15403.809
cosine_w32_c1,1024,0,128,16393.883
cosine_w32_c1,1024,1,128,16400.719
cosine_w32_c1,1024,2,128,16660.484
cosine_w32_c1,1024,3,128,16536.453
cosine_w32_c1,1024,4,128,16373.047
cosine_w32_c1,1024,5,128,16417.969
cosine_w32_c1,1024,6,128,16381.836
cosine_w32_c1,1024,7,128,16679.688
cosine_w32_c1,1024,8,128,17140.625
cosine_w32_c1,1024,9,128,16416.344
cosine_w32_c1,1024,10,128,16454.102
cosine_w32_c1,1024,11,128,16413.414
cosine_w32_c2,1024,0,128,16438.477
cosine_w32_c2,1024,1,128,16423.828
cosine_w32_c2,1024,2,128,16428.062
cosine_w32_c2,1024,3,128,16753.578
cosine_w32_c2,1024,4,128,16418.617
cosine_w32_c2,1024,5,128,16419.594
cosine_w32_c2,1024,6,128,16455.734
cosine_w32_c2,1024,7,128,16422.195
cosine_w32_c2,1024,8,128,16424.805
cosine_w32_c2,1024,9,128,16791.992
cosine_w32_c2,1024,10,128,16416.664
cosine_w32_c2,1024,11,128,16426.438
cosine_w256_c0,1024,0,16,242752.562
cosine_w256_c0,1024,1,16,244625.000
cosine_w256_c0,1024,2,16,243135.438
cosine_w256_c0,1024,3,16,245263.000
cosine_w256_c0,1024,4,16,243708.312
cosine_w256_c0,1024,5,16,242851.562
cosine_w256_c0,1024,6,16,246950.500
cosine_w256_c0,1024,7,16,243908.812
cosine_w256_c0,1024,8,16,245000.000
cosine_w256_c0,1024,9,16,246856.812
cosine_w256_c0,1024,10,16,246203.125
cosine_w256_c0,1024,11,16,245013.062
cosine_w256_c1,1024,0,16,245390.625
cosine_w256_c1,1024,1,16,245841.125
cosine_w256_c1,1024,2,16,246109.375
cosine_w256_c1,1024,3,16,247859.375
cosine_w256_c1,1024,4,16,246099.000
cosine_w256_c1,1024,5,16,248869.750
cosine_w256_c1,1024,6,16,247429.688
cosine_w256_c1,1024,7,16,247052.062
cosine_w256_c1,1024,8,16,246338.562
cosine_w256_c1,1024,9,16,250416.625
cosine_w256_c1,1024,10,16,247838.500
cosine_w256_c1,1024,11,16,248164.062
cosine_w256_c2,1024,0,8,263823.000
cosine_w256_c2,1024,1,8,245812.500
cosine_w256_c2,1024,2,8,253385.500
cosine_w256_c2,1024,3,8,252822.875
cosine_w256_c2,1024,4,8,248739.625
cosine_w256_c2,1024,5,8,251125.000
cosine_w256_c2,1024,6,8,251250.000
cosine_w256_c2,1024,7,8,250838.500
cosine_w256_c2,1024,8,8,250833.375
cosine_w256_c2,1024,9,8,249937.500
cosine_w256_c2,1024,10,8,250224.000
cosine_w256_c2,1024,11,8,252869.750
