case,rows,sample,iterations,ns
selected_valid_c0_plain,0,0,2048,1136.841
selected_valid_c0_plain,0,1,2048,1106.771
selected_valid_c0_plain,0,2,2048,1084.412
selected_valid_c0_plain,0,3,2048,1093.933
selected_valid_c0_plain,0,4,2048,1054.016
selected_valid_c0_plain,0,5,2048,1052.490
selected_valid_c0_plain,0,6,2048,1004.679
selected_valid_c0_plain,0,7,2048,909.933
selected_valid_c0_plain,0,8,2048,909.811
selected_valid_c0_plain,0,9,2048,907.695
selected_valid_c0_plain,0,10,2048,900.371
selected_valid_c0_plain,0,11,2048,805.196
selected_valid_c0_multi,0,0,4096,741.435
selected_valid_c0_multi,0,1,4096,685.171
selected_valid_c0_multi,0,2,4096,664.754
selected_valid_c0_multi,0,3,4096,665.232
selected_valid_c0_multi,0,4,4096,623.067
selected_valid_c0_multi,0,5,4096,611.196
selected_valid_c0_multi,0,6,4096,577.057
selected_valid_c0_multi,0,7,4096,567.464
selected_valid_c0_multi,0,8,4096,550.222
selected_valid_c0_multi,0,9,4096,537.628
selected_valid_c0_multi,0,10,4096,526.326
selected_valid_c0_multi,0,11,4096,505.412
selected_filtered_c0_plain,0,0,8192,468.898
selected_filtered_c0_plain,0,1,8192,472.051
selected_filtered_c0_plain,0,2,8192,469.747
selected_filtered_c0_plain,0,3,8192,469.040
selected_filtered_c0_plain,0,4,8192,469.828
selected_filtered_c0_plain,0,5,8192,469.859
selected_filtered_c0_plain,0,6,8192,469.294
selected_filtered_c0_plain,0,7,8192,473.679
selected_filtered_c0_plain,0,8,8192,470.673
selected_filtered_c0_plain,0,9,8192,469.543
selected_filtered_c0_plain,0,10,8192,470.657
selected_filtered_c0_plain,0,11,8192,469.828
selected_filtered_c0_multi,0,0,8192,470.123
selected_filtered_c0_multi,0,1,8192,470.433
selected_filtered_c0_multi,0,2,8192,474.024
selected_filtered_c0_multi,0,3,8192,471.975
selected_filtered_c0_multi,0,4,8192,470.362
selected_filtered_c0_multi,0,5,8192,472.458
selected_filtered_c0_multi,0,6,8192,481.038
selected_filtered_c0_multi,0,7,8192,461.563
selected_filtered_c0_multi,0,8,8192,469.854
selected_filtered_c0_multi,0,9,8192,471.095
selected_filtered_c0_multi,0,10,8192,471.003
selected_filtered_c0_multi,0,11,8192,475.642
selected_valid_c1_plain,0,0,4096,625.386
selected_valid_c1_plain,0,1,4096,639.018
selected_valid_c1_plain,0,2,4096,635.946
selected_valid_c1_plain,0,3,4096,628.448
selected_valid_c1_plain,0,4,4096,627.431
selected_valid_c1_plain,0,5,4096,628.896
selected_valid_c1_plain,0,6,4096,625.732
selected_valid_c1_plain,0,7,4096,624.512
selected_valid_c1_plain,0,8,4096,625.143
