case,rows,sample,iterations,ns
utf8_decode_inline,0,0,32768,85.688
utf8_decode_inline,0,1,32768,85.374
utf8_decode_inline,0,2,32768,84.922
utf8_decode_inline,0,3,32768,85.050
utf8_decode_inline,0,4,32768,85.550
utf8_decode_inline,0,5,32768,85.266
utf8_decode_inline,0,6,32768,92.528
utf8_decode_inline,0,7,32768,86.451
utf8_decode_inline,0,8,32768,85.383
utf8_decode_inline,0,9,32768,85.112
utf8_decode_inline,0,10,32768,85.167
utf8_decode_inline,0,11,32768,85.814
utf8_decode_external,0,0,32768,84.958
utf8_decode_external,0,1,32768,84.770
utf8_decode_external,0,2,32768,84.661
utf8_decode_external,0,3,32768,84.886
utf8_decode_external,0,4,32768,84.924
utf8_decode_external,0,5,32768,85.883
utf8_decode_external,0,6,32768,84.979
utf8_decode_external,0,7,32768,85.458
utf8_decode_external,0,8,32768,84.883
utf8_decode_external,0,9,32768,88.189
utf8_decode_external,0,10,32768,85.578
utf8_decode_external,0,11,32768,85.540
utf8_decode_inline,1,0,32768,86.150
utf8_decode_inline,1,1,32768,85.513
utf8_decode_inline,1,2,32768,85.979
utf8_decode_inline,1,3,32768,86.319
utf8_decode_inline,1,4,32768,85.679
utf8_decode_inline,1,5,32768,85.653
utf8_decode_inline,1,6,32768,85.653
utf8_decode_inline,1,7,32768,85.697
utf8_decode_inline,1,8,32768,86.121
utf8_decode_inline,1,9,32768,85.421
utf8_decode_inline,1,10,32768,85.583
utf8_decode_inline,1,11,32768,85.617
utf8_decode_external,1,0,32768,103.233
utf8_decode_external,1,1,32768,104.001
utf8_decode_external,1,2,32768,103.011
utf8_decode_external,1,3,32768,103.528
utf8_decode_external,1,4,32768,103.779
utf8_decode_external,1,5,32768,103.176
utf8_decode_external,1,6,32768,102.964
utf8_decode_external,1,7,32768,103.132
utf8_decode_external,1,8,32768,103.662
utf8_decode_external,1,9,32768,103.087
utf8_decode_external,1,10,32768,102.940
utf8_decode_external,1,11,32768,104.046
utf8_decode_inline,64,0,8192,308.146
utf8_decode_inline,64,1,8192,309.087
utf8_decode_inline,64,2,8192,311.773
utf8_decode_inline,64,3,8192,286.677
utf8_decode_inline,64,4,8192,288.452
utf8_decode_inline,64,5,8192,288.615
utf8_decode_inline,64,6,8192,288.844
utf8_decode_inline,64,7,8192,288.427
utf8_decode_inline,64,8,8192,290.873
utf8_decode_inline,64,9,8192,292.369
utf8_decode_inline,64,10,8192,292.048
utf8_decode_inline,64,11,8192,290.273
utf8_decode_external,64,0,4096,675.771
utf8_decode_external,64,1,4096,680.969
utf8_decode_external,64,2,4096,675.415
utf8_decode_external,64,3,4096,699.931
utf8_decode_external,64,4,4096,678.273
utf8_decode_external,64,5,4096,659.556
utf8_decode_external,64,6,4096,655.558
utf8_decode_external,64,7,4096,659.678
utf8_decode_external,64,8,4096,687.795
utf8_decode_external,64,9,4096,682.037
utf8_decode_external,64,10,4096,671.082
utf8_decode_external,64,11,4096,665.171
utf8_decode_inline,1024,0,1024,3629.599
utf8_decode_inline,1024,1,1024,3655.599
utf8_decode_inline,1024,2,1024,3634.725
utf8_decode_inline,1024,3,1024,3627.930
utf8_decode_inline,1024,4,1024,3685.343
utf8_decode_inline,1024,5,1024,3650.553
utf8_decode_inline,1024,6,1024,3750.529
utf8_decode_inline,1024,7,1024,3631.632
utf8_decode_inline,1024,8,1024,3648.520
utf8_decode_inline,1024,9,1024,3647.542
utf8_decode_inline,1024,10,1024,3638.631
utf8_decode_inline,1024,11,1024,3670.817
utf8_decode_external,1024,0,256,9146.809
utf8_decode_external,1024,1,256,9314.453
utf8_decode_external,1024,2,256,9312.988
utf8_decode_external,1024,3,256,9324.707
utf8_decode_external,1024,4,256,9341.797
utf8_decode_external,1024,5,256,9239.746
utf8_decode_external,1024,6,256,9312.500
utf8_decode_external,1024,7,256,9314.777
utf8_decode_external,1024,8,256,9081.215
utf8_decode_external,1024,9,256,9312.660
utf8_decode_external,1024,10,256,9313.148
utf8_decode_external,1024,11,256,9030.434
utf8_decode_inline,16384,0,64,58125.656
utf8_decode_inline,16384,1,64,58537.109
utf8_decode_inline,16384,2,64,55440.750
utf8_decode_inline,16384,3,64,56588.531
utf8_decode_inline,16384,4,64,54113.938
utf8_decode_inline,16384,5,64,58465.484
utf8_decode_inline,16384,6,64,63464.203
utf8_decode_inline,16384,7,64,59426.438
utf8_decode_inline,16384,8,64,64287.750
utf8_decode_inline,16384,9,64,59052.734
utf8_decode_inline,16384,10,64,64982.422
utf8_decode_inline,16384,11,64,55333.328
utf8_decode_external,16384,0,16,148080.750
utf8_decode_external,16384,1,16,143244.812
utf8_decode_external,16384,2,16,143729.125
utf8_decode_external,16384,3,16,142864.562
utf8_decode_external,16384,4,16,144804.688
utf8_decode_external,16384,5,16,144135.438
utf8_decode_external,16384,6,16,136083.312
utf8_decode_external,16384,7,16,136911.500
utf8_decode_external,16384,8,16,139166.688
utf8_decode_external,16384,9,16,141398.438
utf8_decode_external,16384,10,16,142067.750
utf8_decode_external,16384,11,16,141885.438
