family,variant,target,collector,rows,shape,scenario,fastest_ns,slowest_ns,median_ns,mean_ns
bool,before,avx2,plain,64,Columns,ObservableFailure,7851.0,15850.0,8026.999999999999,8198.0
bool,before,avx2,plain,64,Columns,PartialAccepted,1724.0,58760.0,1856.0,1967.0
bool,before,avx2,plain,64,ConstantLhs,AllValid,858.8,3027.0,910.8,975.4
bool,before,avx2,plain,64,ConstantLhs,NullOnlyFailure,9790.0,49290.0,10070.0,10340.0
bool,before,avx2,plain,64,ConstantLhs,ObservableFailure,7832.0,16260.000000000002,8023.0,8204.0
bool,before,avx2,plain,64,ConstantLhs,PartialAccepted,1867.0,8325.0,2115.0,2209.0
bool,before,avx2,plain,64,ConstantRhs,AllValid,832.5,2827.0,880.7,911.2
bool,before,avx2,plain,64,ConstantRhs,NullOnlyFailure,9785.0,61760.0,10040.0,10370.0
bool,before,avx2,plain,64,ConstantRhs,ObservableFailure,7846.0,15920.0,8044.000000000001,8197.0
bool,before,avx2,plain,64,ConstantRhs,PartialAccepted,1887.0,20890.0,2112.0,2202.0
bool,before,avx2,plain,16384,Columns,AllValid,12260.0,19990.0,12390.0,12650.0
bool,before,avx2,plain,16384,Columns,NullOnlyFailure,43110.0,55430.0,43640.0,44270.0
bool,before,avx2,plain,16384,Columns,ObservableFailure,19240.0,32460.0,19440.0,19830.0
bool,before,avx2,plain,16384,Columns,PartialAccepted,13980.0,23230.0,14200.0,14560.0
bool,before,avx2,plain,16384,ConstantLhs,AllValid,12370.0,19760.0,12500.0,12720.0
bool,before,avx2,plain,16384,ConstantLhs,NullOnlyFailure,60250.0,171400.0,60710.0,61770.0
bool,before,avx2,plain,16384,ConstantLhs,ObservableFailure,19290.0,29300.0,19490.0,19890.0
bool,before,avx2,plain,16384,ConstantLhs,PartialAccepted,29330.0,39230.0,29560.0,30080.0
bool,before,avx2,plain,16384,ConstantRhs,AllValid,12350.0,19930.0,12490.0,12730.0
bool,before,avx2,plain,16384,ConstantRhs,NullOnlyFailure,56870.0,125900.0,57260.0,58270.0
bool,before,avx2,plain,16384,ConstantRhs,ObservableFailure,19270.0,28630.0,19490.0,19860.0
bool,before,avx2,plain,16384,ConstantRhs,PartialAccepted,25930.0,40190.0,26140.0,26610.0
bool,before,avx512,multiversioned,64,Columns,AllValid,895.5,26010.0,1006.0,1134.0
bool,before,avx512,multiversioned,64,Columns,NullOnlyFailure,9564.0,19690.0,9823.0,10140.0
bool,before,avx512,multiversioned,64,Columns,ObservableFailure,7755.0,54540.0,7909.0,8148.0
bool,before,avx512,multiversioned,64,Columns,PartialAccepted,1760.0,8439.0,1929.0,2004.0
bool,before,avx512,multiversioned,64,ConstantLhs,AllValid,825.8,2884.0,870.3,911.3
bool,before,avx512,multiversioned,64,ConstantLhs,NullOnlyFailure,9704.0,20400.0,9979.0,10320.0
bool,before,avx512,multiversioned,64,ConstantLhs,ObservableFailure,7758.0,15890.0,7942.0,8256.0
bool,before,avx512,multiversioned,64,ConstantLhs,PartialAccepted,1866.0,29540.0,2028.0,2123.0
bool,before,avx512,multiversioned,64,ConstantRhs,AllValid,803.0,2973.0,847.8,884.6
bool,before,avx512,multiversioned,64,ConstantRhs,NullOnlyFailure,9764.0,18610.0,10010.0,10210.0
bool,before,avx512,multiversioned,64,ConstantRhs,ObservableFailure,7748.0,15630.0,7935.0,8135.0
bool,before,avx512,multiversioned,64,ConstantRhs,PartialAccepted,1891.0,9897.0,2041.0,2112.0
bool,before,avx512,multiversioned,16384,Columns,AllValid,4799.0,85620.0,4913.0,5696.0
bool,before,avx512,multiversioned,16384,Columns,NullOnlyFailure,34370.0,190900.0,34870.0,35670.0
bool,before,avx512,multiversioned,16384,Columns,ObservableFailure,11700.0,21880.0,13090.0,12720.0
bool,before,avx512,multiversioned,16384,Columns,PartialAccepted,5443.0,12770.0,5611.0,5727.0
bool,before,avx512,multiversioned,16384,ConstantLhs,AllValid,4148.0,12540.0,4241.0,4511.0
bool,before,avx512,multiversioned,16384,ConstantLhs,NullOnlyFailure,58610.0,72760.0,62450.0,62010.0
bool,before,avx512,multiversioned,16384,ConstantLhs,ObservableFailure,11040.0,20340.0,11230.0,11530.0
bool,before,avx512,multiversioned,16384,ConstantLhs,PartialAccepted,25930.0,37390.0,29460.0,28940.0
bool,before,avx512,multiversioned,16384,ConstantRhs,AllValid,4137.0,41480.0,4225.0,4575.0
bool,before,avx512,multiversioned,16384,ConstantRhs,NullOnlyFailure,56590.0,118800.0,57400.0,58470.0
bool,before,avx512,multiversioned,16384,ConstantRhs,ObservableFailure,11020.0,62020.0,11200.0,11680.0
bool,before,avx512,multiversioned,16384,ConstantRhs,PartialAccepted,25910.0,36480.0,26100.0,26540.0
bool,before,avx512,plain,64,Columns,AllValid,837.8,2934.0,900.3,924.3
bool,before,avx512,plain,64,Columns,NullOnlyFailure,9591.0,47570.0,9883.0,10240.0
bool,before,avx512,plain,64,Columns,ObservableFailure,7802.0,17280.0,8000.999999999999,8244.0
bool,before,avx512,plain,64,Columns,PartialAccepted,1717.0,5568.0,1827.0,1882.0
bool,before,avx512,plain,64,ConstantLhs,AllValid,838.5,2902.0,881.8,912.2
bool,before,avx512,plain,64,ConstantLhs,NullOnlyFailure,9719.0,118600.0,10050.0,10480.0
bool,before,avx512,plain,64,ConstantLhs,ObservableFailure,7803.0,15560.0,7988.0,8245.0
bool,before,avx512,plain,64,ConstantLhs,PartialAccepted,1894.0,9099.0,2037.0,2089.0
bool,before,avx512,plain,64,ConstantRhs,AllValid,810.8,2747.0,854.5,887.3
bool,before,avx512,plain,64,ConstantRhs,NullOnlyFailure,9732.0,19780.0,10010.0,10340.0
bool,before,avx512,plain,64,ConstantRhs,ObservableFailure,7733.0,31790.0,7936.0,8295.0
bool,before,avx512,plain,64,ConstantRhs,PartialAccepted,1878.0,8938.0,2021.0,2103.0
bool,before,avx512,plain,16384,Columns,AllValid,4817.0,14140.0,4935.0,5471.0
bool,before,avx512,plain,16384,Columns,NullOnlyFailure,34490.0,44600.0,34950.0,35520.0
bool,before,avx512,plain,16384,Columns,ObservableFailure,11750.0,21040.0,12030.0,12710.0
bool,before,avx512,plain,16384,Columns,PartialAccepted,5442.0,83540.0,5621.0,5892.0
bool,before,avx512,plain,16384,ConstantLhs,AllValid,4162.0,13670.0,4263.0,4498.0
